away,cross,home,ones,twos,year
Croatia,3.60,England,1.60,6.33,2010
France,3.17,Serbia,3.39,2.23,2010
Bulgaria,4.24,Italy,1.42,8.20,2010
Azerbaijan,17.18,Germany,1.01,44.78,2010
Portugal,4.05,Hungary,7.48,1.47,2010
Slovakia,3.22,Northern Ireland,2.41,2.97,2010
Poland,3.28,Slovenia,2.51,2.78,2010
Russia,3.97,Wales,6.36,1.51,2010
Denmark,3.62,Albania,5.68,1.65,2010
Switzerland,3.41,Latvia,4.19,1.89,2010
Greece,4.36,Moldova,8.55,1.39,2010
FYR Macedonia,4.05,Norway,1.49,7.03,2010
Netherlands,3.30,Scotland,4.32,1.89,2010
Cyprus,3.92,Montenegro,1.56,5.97,2010
Kazakhstan,3.94,Andorra,6.73,1.51,2010
Turkey,3.39,Bosnia & Herzegovina,2.78,2.46,2010
Luxembourg,8.75,Israel,1.10,19.85,2010
Austria,4.18,Romania,1.49,6.67,2010
Finland,4.81,Liechtenstein,10.21,1.32,2010
Ukraine,3.50,Belarus,4.08,1.87,2010
Sweden,9.96,Malta,25.10,1.07,2010
Lithuania,4.28,Faroe Islands,7.47,1.44,2010
Belgium,3.47,Armenia,4.71,1.79,2010
San Marino,17.28,Czech Republic,1.01,50.62,2010
Gabon,4.52,Cameroon,1.33,9.04,2010
Zambia,4.38,Algeria,1.34,8.93,2010
Sudan,7.13,Ghana,1.13,16.19,2010
Tunisia,3.58,Nigeria,1.61,5.40,2010
Morocco,3.23,Togo,2.08,3.29,2010
Mali,3.20,Benin,2.97,2.27,2010
Kenya,3.32,Mozambique,1.87,3.87,2010
Mexico,3.28,Costa Rica,2.66,2.51,2010
Venezuela,4.68,Chile,1.35,9.09,2010
Trinidad & Tobago,4.80,Honduras,1.31,9.53,2010
Brazil,3.39,Argentina,2.12,3.52,2010
El Salvador,6.56,USA,1.16,14.34,2010
Bolivia,6.12,Paraguay,1.21,11.34,2010
Ecuador,3.36,Colombia,1.89,4.18,2010
Uruguay,3.51,Peru,4.48,1.80,2010
Belgium,6.83,Spain,1.18,17.46,2010
Romania,4.12,France,1.43,8.78,2010
Saudi Arabia,3.15,Bahrain,2.65,2.67,2010
Norway,3.54,Iceland,5.02,1.73,2010
Faroe Islands,7.69,Austria,1.11,20.60,2010
Belarus,6.23,Croatia,1.21,13.82,2010
Ireland,3.39,Cyprus,3.81,1.99,2010
Northern Ireland,3.94,Poland,1.52,7.04,2010
Czech Republic,3.20,Slovakia,2.83,2.52,2010
Greece,3.15,Switzerland,2.12,3.68,2010
Portugal,3.36,Denmark,3.59,2.07,2010
Italy,4.58,Georgia,9.41,1.35,2010
Sweden,3.25,Hungary,3.36,2.19,2010
Latvia,4.06,Israel,1.48,7.19,2010
Estonia,6.99,Turkey,1.14,17.32,2010
Montenegro,3.74,Bulgaria,1.60,5.97,2010
Burkina Faso,5.51,Ivory Coast,1.24,11.54,2010
Luxembourg,4.57,Moldova,1.37,9.05,2010
Bosnia & Herzegovina,3.94,Armenia,6.72,1.53,2010
Finland,3.57,Azerbaijan,5.05,1.72,2010
Liechtenstein,18.33,Russia,1.01,50.44,2010
Cameroon,3.27,Gabon,3.40,2.11,2010
FYR Macedonia,3.50,Scotland,1.74,4.91,2010
Andorra,21.00,Ukraine,1.01,57.80,2010
Egypt,3.55,Rwanda,5.34,1.64,2010
Guinea,3.16,Malawi,2.72,2.52,2010
Costa Rica,3.45,Honduras,2.14,3.20,2010
El Salvador,3.30,Trinidad & Tobago,1.98,3.80,2010
USA,3.54,Mexico,1.79,4.42,2010
San Marino,21.00,Slovenia,1.02,59.00,2010
Croatia,3.53,Belarus,4.65,1.75,2010
Scotland,3.42,Norway,1.92,4.01,2010
Germany,8.50,Azerbaijan,28.60,1.08,2010
France,14.60,Faroe Islands,62.80,1.02,2010
Rwanda,6.33,Egypt,1.17,13.75,2010
Benin,3.87,Mali,1.49,6.74,2010
Malawi,5.13,Guinea,1.26,9.90,2010
Nigeria,3.15,Tunisia,2.30,3.08,2010
Ivory Coast,3.46,Burkina Faso,4.92,1.71,2010
Ghana,3.39,Sudan,4.64,1.77,2010
Togo,4.36,Morocco,1.38,8.35,2010
Mozambique,3.22,Kenya,2.03,3.64,2010
Algeria,3.21,Zambia,2.04,3.65,2010
North Korea,3.23,Saudi Arabia,1.75,5.48,2010
Uzbekistan,3.30,Bahrain,2.05,3.58,2010
Iran,3.17,South Korea,2.37,3.02,2010
Japan,3.14,Australia,2.17,3.43,2010
El Salvador,4.10,Honduras,1.44,6.76,2010
Trinidad & Tobago,6.28,Mexico,1.16,13.62,2010
Bolivia,5.24,Chile,1.27,11.25,2010
Uruguay,3.27,Venezuela,3.25,2.20,2010
Paraguay,5.02,Brazil,1.29,11.16,2010
Peru,5.00,Colombia,1.29,11.04,2010
Argentina,3.27,Ecuador,2.76,2.50,2010
Andorra,25.00,England,1.01,76.60,2010
Norway,4.42,Netherlands,1.38,8.32,2010
Serbia,8.38,Faroe Islands,22.74,1.09,2010
Russia,3.33,Finland,4.44,1.85,2010
Malta,20.56,Sweden,1.03,36.54,2010
Kazakhstan,9.16,Ukraine,1.09,24.73,2010
Iceland,3.55,FYR Macedonia,1.72,4.84,2010
United Arab Emirates,5.91,Iran,1.22,13.91,2010
Saudi Arabia,3.11,South Korea,2.16,3.46,2010
Qatar,4.66,Japan,1.32,10.38,2010
Bahrain,3.95,Australia,1.44,7.21,2010
Ecuador,3.27,Peru,2.92,2.38,2010
Egypt,3.17,Algeria,2.78,2.50,2010
Ghana,3.29,Mali,2.16,3.23,2010
Ivory Coast,3.40,Guinea,4.66,1.67,2010
Kenya,7.44,Nigeria,1.14,18.72,2010
Sudan,3.63,Benin,1.66,5.11,2010
Morocco,3.85,Cameroon,1.55,5.87,2010
Mexico,3.63,El Salvador,5.19,1.62,2010
Honduras,4.04,USA,1.41,8.01,2010
Chile,3.51,Paraguay,1.70,5.15,2010
Costa Rica,3.24,Trinidad & Tobago,3.32,2.15,2010
Colombia,5.51,Argentina,1.23,13.99,2010
Venezuela,4.89,Bolivia,1.31,10.23,2010
Brazil,3.24,Uruguay,2.79,2.49,2010
Portugal,4.63,Albania,9.82,1.35,2010
Netherlands,4.66,Iceland,9.54,1.33,2010
Austria,4.85,Serbia,1.34,9.70,2010
Ukraine,3.49,Croatia,1.69,5.51,2010
Romania,3.31,Lithuania,3.28,2.21,2010
Denmark,3.24,Sweden,2.05,3.80,2010
Ireland,3.19,Bulgaria,2.06,3.68,2010
Montenegro,3.20,Cyprus,2.47,2.94,2010
Mozambique,4.88,Tunisia,1.29,11.08,2010
South Korea,3.83,United Arab Emirates,6.15,1.55,2010
Andorra,11.80,Belarus,1.05,32.82,2010
Liechtenstein,9.60,Finland,1.10,24.51,2010
Australia,3.38,Qatar,4.33,1.84,2010
Norway,3.27,FYR Macedonia,3.05,2.33,2010
San Marino,19.21,Slovakia,1.01,47.60,2010
Wales,3.24,Azerbaijan,3.20,2.25,2010
England,7.72,Kazakhstan,22.70,1.14,2010
Togo,3.31,Gabon,1.87,4.09,2010
Japan,3.43,Uzbekistan,4.21,1.83,2010
Burkina Faso,3.13,Malawi,2.50,2.82,2010
Rwanda,4.05,Zambia,1.41,7.93,2010
Iran,3.16,North Korea,2.85,2.49,2010
USA,3.13,Costa Rica,2.44,2.90,2010
El Salvador,4.53,Costa Rica,1.35,7.98,2010
Mexico,3.29,Honduras,2.81,2.40,2010
Peru,7.40,Brazil,1.11,19.08,2010
Trinidad & Tobago,5.38,USA,1.22,12.24,2010
Uruguay,3.19,Chile,2.22,3.22,2010
Paraguay,3.23,Ecuador,2.09,3.54,2010
Argentina,3.68,Bolivia,5.61,1.61,2010
Ukraine,4.33,England,1.38,9.11,2010
Lithuania,6.21,France,1.17,15.73,2010
Iceland,3.79,Scotland,1.56,6.18,2010
Ireland,4.04,Italy,1.44,8.08,2010
Belgium,3.34,Bosnia & Herzegovina,2.08,3.40,2010
FYR Macedonia,7.20,Netherlands,1.14,18.72,2010
Slovenia,3.18,Northern Ireland,2.22,3.24,2010
Germany,4.16,Wales,7.58,1.44,2010
Croatia,13.60,Andorra,41.80,1.02,2010
Romania,3.22,Austria,3.09,2.30,2010
Slovakia,3.72,Czech Republic,1.53,6.83,2010
Israel,3.40,Greece,1.73,5.03,2010
San Marino,18.38,Poland,1.01,63.00,2010
Moldova,7.45,Switzerland,1.14,16.52,2010
Albania,5.66,Denmark,1.23,12.90,2010
Spain,3.21,Turkey,3.68,2.06,2010
Russia,11.55,Liechtenstein,35.30,1.04,2010
United Arab Emirates,4.13,Saudi Arabia,1.42,7.76,2010
Montenegro,3.21,Georgia,2.55,2.75,2010
Malta,8.13,Hungary,1.12,19.42,2010
Luxembourg,6.35,Latvia,1.17,17.00,2010
Cyprus,4.11,Bulgaria,1.43,7.99,2010
Armenia,3.30,Estonia,1.99,3.62,2010
Belarus,3.29,Kazakhstan,3.43,2.11,2010
Qatar,3.43,Bahrain,1.77,4.39,2010
North Korea,3.14,South Korea,1.71,5.66,2010
Uzbekistan,4.53,Australia,1.35,8.86,2010
Colombia,3.19,Venezuela,2.51,2.72,2010
Chile,3.18,Peru,2.68,2.62,2010
Brazil,3.30,Ecuador,3.94,1.88,2010
Zambia,5.32,Egypt,1.21,10.83,2010
Benin,5.78,Ghana,1.18,12.90,2010
Malawi,7.18,Ivory Coast,1.11,15.00,2010
Nigeria,3.42,Mozambique,5.00,1.64,2010
USA,3.75,El Salvador,5.34,1.56,2010
Bolivia,4.04,Colombia,1.43,8.00,2010
Costa Rica,3.83,Mexico,1.53,6.35,2010
Honduras,3.21,Trinidad & Tobago,2.61,2.63,2010
Venezuela,6.93,Argentina,1.14,17.75,2010
Turkey,4.64,Spain,1.34,9.03,2010
Sweden,3.61,Portugal,1.58,6.08,2010
Paraguay,3.19,Uruguay,2.06,3.57,2010
Gabon,4.55,Morocco,1.30,9.00,2010
Bosnia & Herzegovina,3.60,Belgium,1.68,5.01,2010
Bulgaria,3.29,Ireland,1.82,4.66,2010
France,3.57,Lithuania,6.10,1.59,2010
Italy,3.47,Montenegro,5.97,1.63,2010
Scotland,4.91,Netherlands,1.27,12.32,2010
Czech Republic,3.22,Slovenia,3.77,2.04,2010
Hungary,3.22,Albania,2.54,2.76,2010
Liechtenstein,15.80,Germany,1.01,57.20,2010
Denmark,6.76,Malta,17.27,1.15,2010
Serbia,3.15,Romania,2.24,3.29,2010
Georgia,3.35,Cyprus,1.93,3.96,2010
Greece,3.07,Israel,2.38,3.07,2010
Guinea,3.20,Burkina Faso,2.29,2.85,2010
Poland,3.21,Northern Ireland,3.47,2.19,2010
Mali,3.21,Sudan,2.93,2.28,2010
Switzerland,3.87,Moldova,6.97,1.50,2010
Estonia,3.28,Armenia,2.02,3.73,2010
Latvia,3.43,Luxembourg,4.81,1.75,2010
Cameroon,3.39,Togo,4.85,1.67,2010
Finland,3.25,Wales,2.15,3.40,2010
Saudi Arabia,3.30,Iran,1.85,4.05,2010
Azerbaijan,10.25,Russia,1.07,31.79,2010
Algeria,3.11,Rwanda,2.86,2.31,2010
Tunisia,3.13,Kenya,3.08,2.24,2010
Qatar,3.29,Uzbekistan,1.86,4.05,2010
Bahrain,4.23,Japan,1.37,8.40,2010
United Arab Emirates,3.42,North Korea,1.69,4.79,2010
Honduras,3.39,Costa Rica,1.89,4.00,2010
Trinidad & Tobago,3.23,El Salvador,2.20,3.23,2010
Mexico,3.27,USA,1.91,4.15,2010
Georgia,4.50,Ireland,1.34,9.48,2010
Northern Ireland,7.94,San Marino,21.00,1.10,2010
Albania,3.70,Malta,6.38,1.56,2010
South Korea,3.13,Iran,2.11,3.38,2010
Bahrain,3.38,Uzbekistan,1.76,4.40,2010
Australia,3.11,Japan,2.22,3.12,2010
Saudi Arabia,3.10,North Korea,2.58,2.63,2010
Guatemala,4.64,USA,1.32,8.95,2010
Costa Rica,3.18,El Salvador,2.37,2.68,2010
Cuba,5.33,Trinidad & Tobago,1.25,10.33,2010
Mexico,2.49,Honduras,2.97,2.99,2010
USA,3.75,El Salvador,5.34,1.56,2010
Bolivia,4.04,Colombia,1.43,8.00,2010
Costa Rica,3.83,Mexico,1.53,6.35,2010
Honduras,3.21,Trinidad & Tobago,2.61,2.63,2010
Venezuela,6.93,Argentina,1.14,17.75,2010
Turkey,4.64,Spain,1.34,9.03,2010
Sweden,3.61,Portugal,1.58,6.08,2010
Paraguay,3.19,Uruguay,2.06,3.57,2010
Gabon,4.55,Morocco,1.30,9.00,2010
Bosnia & Herzegovina,3.60,Belgium,1.68,5.01,2010
Bulgaria,3.29,Ireland,1.82,4.66,2010
France,3.57,Lithuania,6.10,1.59,2010
Italy,3.47,Montenegro,5.97,1.63,2010
Scotland,4.91,Netherlands,1.27,12.32,2010
Czech Republic,3.22,Slovenia,3.77,2.04,2010
Hungary,3.22,Albania,2.54,2.76,2010
Liechtenstein,15.80,Germany,1.01,57.20,2010
Denmark,6.76,Malta,17.27,1.15,2010
Serbia,3.15,Romania,2.24,3.29,2010
Georgia,3.35,Cyprus,1.93,3.96,2010
Greece,3.07,Israel,2.38,3.07,2010
Guinea,3.20,Burkina Faso,2.29,2.85,2010
Poland,3.21,Northern Ireland,3.47,2.19,2010
Mali,3.21,Sudan,2.93,2.28,2010
Switzerland,3.87,Moldova,6.97,1.50,2010
Estonia,3.28,Armenia,2.02,3.73,2010
Latvia,3.43,Luxembourg,4.81,1.75,2010
Cameroon,3.39,Togo,4.85,1.67,2010
Finland,3.25,Wales,2.15,3.40,2010
Saudi Arabia,3.30,Iran,1.85,4.05,2010
Azerbaijan,10.25,Russia,1.07,31.79,2010
Algeria,3.11,Rwanda,2.86,2.31,2010
Tunisia,3.13,Kenya,3.08,2.24,2010
Qatar,3.29,Uzbekistan,1.86,4.05,2010
Bahrain,4.23,Japan,1.37,8.40,2010
United Arab Emirates,3.42,North Korea,1.69,4.79,2010
Honduras,3.39,Costa Rica,1.89,4.00,2010
Trinidad & Tobago,3.23,El Salvador,2.20,3.23,2010
Mexico,3.27,USA,1.91,4.15,2010
Georgia,4.50,Ireland,1.34,9.48,2010
Northern Ireland,7.94,San Marino,21.00,1.10,2010
Albania,3.70,Malta,6.38,1.56,2010
South Korea,3.13,Iran,2.11,3.38,2010
Bahrain,3.38,Uzbekistan,1.76,4.40,2010
Australia,3.11,Japan,2.22,3.12,2010
Saudi Arabia,3.10,North Korea,2.58,2.63,2010
Guatemala,4.64,USA,1.32,8.95,2010
Costa Rica,3.18,El Salvador,2.37,2.68,2010
Cuba,5.33,Trinidad & Tobago,1.25,10.33,2010
Mexico,2.49,Honduras,2.97,2.99,2010
Burkina Faso,3.24,Burundi,3.51,1.97,2010
Benin,3.61,Uganda,1.58,5.33,2010
Trinidad & Tobago,3.28,Guatemala,2.00,3.61,2010
Canada,3.86,Honduras,1.49,6.05,2010
Mexico,3.88,Jamaica,6.63,1.46,2010
Paraguay,3.22,Colombia,2.32,2.96,2010
Cuba,8.20,USA,1.10,17.75,2010
El Salvador,3.30,Haiti,3.11,2.13,2010
Uruguay,4.04,Argentina,1.39,8.01,2010
Costa Rica,4.28,Suriname,6.63,1.39,2010
Peru,3.46,Bolivia,1.81,4.79,2010
Armenia,5.54,Belgium,1.22,12.38,2010
Spain,6.16,Estonia,14.25,1.17,2010
Russia,3.46,Germany,1.71,4.83,2010
Iceland,6.63,Netherlands,1.15,16.75,2010
Northern Ireland,3.29,Slovenia,2.02,3.86,2010
France,3.15,Romania,3.11,2.33,2010
Moldova,6.19,Greece,1.18,13.50,2010
Israel,5.46,Luxembourg,11.00,1.24,2010
Czech Republic,3.13,Poland,2.74,2.62,2010
Slovakia,9.63,San Marino,34.75,1.06,2010
Mauritania,8.28,Morocco,1.10,18.01,2010
Italy,3.16,Bulgaria,3.74,2.14,2010
Lithuania,3.88,Serbia,1.49,6.75,2010
Malta,10.88,Denmark,1.05,30.75,2010
Portugal,3.11,Sweden,3.10,2.36,2010
Bosnia & Herzegovina,3.95,Turkey,1.44,7.26,2010
Chad,4.73,Mali,1.26,10.00,2010
Congo,3.35,Sudan,1.79,4.03,2010
Albania,3.60,Hungary,1.61,5.56,2010
Croatia,3.13,Ukraine,2.46,2.85,2010
Cyprus,3.32,Georgia,2.08,3.45,2010
Liechtenstein,7.05,Wales,1.12,18.88,2010
Kazakhstan,9.94,England,1.06,34.25,2010
Algeria,3.43,Liberia,4.98,1.61,2010
Gambia,4.05,Senegal,1.39,7.31,2010
Latvia,3.80,Switzerland,1.57,6.39,2010
Swaziland,3.81,Togo,1.44,6.51,2010
Austria,6.69,Faroe Islands,14.88,1.17,2010
South Africa,3.31,Equatorial Guinea,2.94,2.18,2010
Zimbabwe,3.26,Namibia,3.21,2.05,2010
Sierra Leone,4.64,Nigeria,1.29,8.81,2010
Seychelles,7.58,Tunisia,1.11,15.75,2010
Mozambique,3.20,Botswana,2.24,2.90,2010
Mauritius,7.39,Cameroon,1.10,16.75,2010
Libya,3.46,Gabon,1.68,4.84,2010
Lesotho,7.76,Ghana,1.08,13.87,2010
Madagascar,6.38,Ivory Coast,1.15,12.50,2010
Azerbaijan,5.31,Finland,1.24,11.63,2010
Norway,3.14,Scotland,2.21,3.39,2010
Ethiopia,3.75,Rwanda,1.45,7.00,2010
Cape Verde,3.21,Tanzania,2.35,2.73,2010
D.R. Congo,3.23,Malawi,2.33,2.67,2010
Argentina,3.85,Peru,6.58,1.49,2010
Cuba,3.49,Guatemala,1.71,5.48,2010
Jamaica,3.61,Honduras,1.58,5.87,2010
Canada,5.07,Mexico,1.26,11.69,2010
Bolivia,9.66,Brazil,1.08,27.00,2010
Trinidad & Tobago,5.06,USA,1.25,11.40,2010
Colombia,3.23,Chile,2.01,3.58,2010
Costa Rica,3.33,Haiti,3.87,1.87,2010
Ecuador,3.81,Uruguay,1.49,6.53,2010
Armenia,9.60,Spain,1.08,32.00,2010
Denmark,3.64,Portugal,1.60,5.71,2010
El Salvador,3.27,Suriname,2.75,2.73,2010
England,3.10,Croatia,2.44,2.92,2010
Serbia,3.59,France,1.55,6.49,2010
Sudan,3.28,Chad,3.27,2.01,2010
Bahrain,3.28,Qatar,2.01,3.50,2010
Georgia,7.67,Italy,1.11,22.00,2010
Malta,4.64,Albania,1.33,9.24,2010
Czech Republic,3.21,Northern Ireland,4.16,1.90,2010
Slovakia,3.13,Slovenia,2.59,2.68,2010
Netherlands,3.90,FYR Macedonia,7.36,1.47,2010
Scotland,3.17,Iceland,3.54,2.17,2010
Austria,3.17,Lithuania,2.63,2.65,2010
Poland,15.40,San Marino,44.20,1.02,2010
Luxembourg,13.40,Switzerland,1.03,74.80,2010
Estonia,3.51,Bosnia & Herzegovina,1.61,5.70,2010
Greece,3.23,Latvia,4.18,1.92,2010
Hungary,3.90,Sweden,1.45,7.64,2010
Saudi Arabia,3.21,United Arab Emirates,3.05,2.23,2010
Belgium,3.60,Turkey,1.59,5.84,2010
Germany,3.64,Finland,6.58,1.56,2010
Israel,3.24,Moldova,3.55,2.12,2010
Belarus,5.95,Andorra,14.00,1.19,2010
Ireland,3.18,Montenegro,3.84,2.13,2010
Romania,9.97,Faroe Islands,26.80,1.06,2010
Liechtenstein,3.81,Azerbaijan,1.51,7.42,2010
Ukraine,3.76,Kazakhstan,6.65,1.52,2010
Australia,3.23,Uzbekistan,3.01,2.24,2010
Wales,4.60,Russia,1.32,10.94,2010
Togo,3.39,Zambia,1.83,4.58,2010
South Korea,3.13,North Korea,3.30,2.22,2010
New Caledonia,5.83,New Zealand,1.19,9.33,2010
Fiji,3.32,Vanuatu,2.85,2.13,2010
Venezuela,4.54,Paraguay,1.33,8.97,2010
Brazil,3.28,Chile,3.74,1.94,2010
Uganda,3.43,Niger,4.78,1.64,2010
Angola,3.20,Benin,2.45,2.64,2010
Mali,3.16,Congo,3.01,2.19,2010
Egypt,3.15,D.R. Congo,2.73,2.35,2010
Gabon,4.05,Lesotho,6.69,1.38,2010
Ivory Coast,3.87,Mozambique,6.94,1.42,2010
Guinea,3.14,Zimbabwe,2.46,2.58,2010
Botswana,3.15,Madagascar,2.39,2.67,2010
Suriname,5.26,Costa Rica,1.24,9.75,2010
Haiti,3.39,El Salvador,1.80,4.05,2010
Venezuela,3.23,Peru,2.10,3.24,2010
Honduras,3.20,Canada,2.21,3.00,2010
Uruguay,3.21,Colombia,2.06,3.38,2010
USA,4.45,Cuba,7.23,1.36,2010
Guatemala,3.26,Trinidad & Tobago,1.93,3.75,2010
Bolivia,3.70,Ecuador,1.51,6.63,2010
Bosnia & Herzegovina,5.75,Spain,1.22,14.00,2010
Iran,3.18,Saudi Arabia,2.08,3.19,2010
Paraguay,4.06,Argentina,1.38,8.06,2010
Chad,3.51,Sudan,1.56,5.51,2010
Uzbekistan,3.14,Qatar,2.30,2.85,2010
France,3.46,Austria,5.50,1.63,2010
Estonia,5.13,Belgium,1.25,11.25,2010
Italy,5.63,Cyprus,12.25,1.22,2010
Germany,13.50,Liechtenstein,41.75,1.02,2010
Japan,3.13,Bahrain,3.13,2.19,2010
Kazakhstan,8.25,Croatia,1.09,20.25,2010
Greece,9.13,Luxembourg,21.75,1.08,2010
Faroe Islands,12.88,Serbia,1.02,47.50,2010
North Korea,3.18,United Arab Emirates,2.26,2.90,2010
England,14.13,Andorra,45.50,1.02,2010
Portugal,8.38,Malta,22.25,1.09,2010
Bulgaria,3.38,Montenegro,4.30,1.81,2010
Lithuania,4.72,Romania,1.28,10.38,2010
Tunisia,3.13,Burkina Faso,2.36,2.77,2010
Jamaica,6.04,Mexico,1.92,10.23,2010
Switzerland,3.11,Israel,2.38,2.90,2010
Denmark,3.29,Hungary,3.41,2.05,2010
Iceland,4.12,Norway,1.40,8.06,2010
Belarus,3.86,Ukraine,1.43,7.88,2010
Cameroon,3.45,Cape Verde,5.14,1.61,2010
Liberia,3.75,Gambia,1.42,8.51,2010
Rwanda,3.48,Mauritania,5.04,1.60,2010
Sweden,3.50,Albania,5.75,1.61,2010
Equatorial Guinea,3.18,Sierra Leone,2.19,2.98,2010
Turkey,3.78,Armenia,6.44,1.51,2010
Ireland,3.30,Georgia,4.33,1.84,2010
Latvia,3.25,Moldova,2.04,3.66,2010
Northern Ireland,3.34,Slovakia,1.91,3.91,2010
Slovenia,3.74,Poland,1.49,6.81,2010
Azerbaijan,4.31,Wales,1.33,9.38,2010
Namibia,3.95,Kenya,1.40,6.81,2010
Scotland,3.13,FYR Macedonia,2.72,2.61,2010
Nigeria,3.14,South Africa,2.42,2.71,2010
Burundi,3.25,Seychelles,3.49,1.95,2010
Tanzania,3.16,Mauritius,2.74,2.32,2010
New Zealand,3.43,New Caledonia,3.87,1.77,2010
Vanuatu,3.50,Fiji,1.64,4.52,2010
Senegal,3.16,Algeria,2.43,2.60,2010
Ghana,3.21,Libya,3.79,1.99,2010
Malawi,6.61,Djibouti,15.25,1.11,2010
El Salvador,4.15,Costa Rica,1.38,7.19,2010
USA,3.39,Guatemala,4.67,1.68,2010
Honduras,4.48,Mexico,1.31,8.00,2010
Jamaica,3.43,Canada,1.71,4.36,2010
Trinidad & Tobago,3.21,Cuba,2.81,2.27,2010
Suriname,3.61,Haiti,1.52,5.94,2010
Andorra,5.25,Kazakhstan,1.23,11.25,2010
Lesotho,4.54,Gabon,1.29,8.06,2010
Uganda,3.88,Angola,1.42,6.69,2010
Panama,3.21,El Salvador,2.53,2.49,2010
Trinidad & Tobago,3.51,Bermuda,3.56,1.81,2010
Haiti,3.16,Netherlands,2.49,2.49,2010
Antigua and Barbuda,4.35,Cuba,1.31,8.06,2010
Suriname,4.10,Guyana,1.36,7.31,2010
USA,8.63,Barbados,15.25,1.07,2010
Malawi,5.41,Egypt,1.21,12.44,2010
Sudan,4.26,Mali,1.35,7.20,2010
Uzbekistan,3.36,Saudi Arabia,1.92,3.69,2010
Mauritius,4.53,Cape Verde,1.30,8.32,2010
Gabon,5.68,Ghana,1.19,12.20,2010
Namibia,3.70,Guinea,1.45,6.15,2010
Botswana,6.30,Ivory Coast,1.14,13.25,2010
Kuwait,4.45,Iran,1.32,8.65,2010
Qatar,3.33,Iraq,1.90,3.77,2010
Syria,3.56,United Arab Emirates,1.72,4.33,2010
Niger,4.63,Benin,1.30,8.24,2010
Turkmenistan,3.87,Jordan,1.45,7.00,2010
Singapore,3.35,Lebanon,2.69,2.48,2010
Chad,3.84,Congo,1.45,6.31,2010
Djibouti,10.25,D.R. Congo,1.03,22.00,2010
Thailand,3.79,Oman,1.47,6.73,2010
Mauritania,3.73,Ethiopia,1.48,5.98,2010
Madagascar,3.35,Mozambique,1.67,4.66,2010
Kenya,3.32,Zimbabwe,1.75,4.53,2010
North Korea,3.51,South Korea,1.60,5.33,2010
Bahrain,4.14,Japan,1.39,7.38,2010
China,4.11,Australia,1.40,7.18,2010
Grenada,6.63,Costa Rica,1.12,12.75,2010
Belize,9.13,Mexico,1.04,21.00,2010
Guatemala,5.75,Saint Lucia,10.88,1.17,2010
Liberia,5.19,Senegal,1.21,10.50,2010
Rwanda,4.59,Morocco,1.32,8.88,2010
Burundi,5.61,Tunisia,1.18,11.30,2010
Seychelles,6.53,Burkina Faso,1.13,13.70,2010
Equatorial Guinea,6.92,Nigeria,1.11,15.58,2010
Sierra Leone,5.21,South Africa,1.24,11.21,2010
Tanzania,7.52,Cameroon,1.11,14.63,2010
Swaziland,4.31,Zambia,1.34,7.69,2010
Vanuatu,3.42,New Caledonia,1.69,4.28,2010
Saint Vincent and the Grenadines,10.25,Canada,1.03,21.25,2010
Gambia,3.56,Algeria,1.53,6.05,2010
Lesotho,5.72,Libya,1.19,12.60,2010
Chile,3.23,Venezuela,2.28,2.99,2010
Argentina,3.36,Brazil,1.99,3.49,2010
Colombia,3.03,Ecuador,2.07,3.41,2010
Paraguay,3.24,Bolivia,2.84,2.38,2010
Jamaica,5.00,Bahamas,9.75,1.25,2010
Cuba,3.23,Antigua and Barbuda,3.54,1.91,2010
Peru,3.53,Uruguay,1.58,5.81,2010
Chile,3.25,Bolivia,2.43,2.80,2010
Bahamas,5.17,Jamaica,1.23,8.90,2010
Bermuda,5.50,Trinidad & Tobago,1.20,9.73,2010
Ecuador,5.56,Argentina,1.14,14.50,2010
El Salvador,3.30,Panama,1.71,4.34,2010
Barbados,9.67,USA,1.05,16.33,2010
Mexico,9.67,Belize,16.33,1.05,2010
Netherlands,4.40,Haiti,1.38,5.92,2010
Brazil,2.98,Paraguay,3.64,2.03,2010
Canada,7.13,Saint Vincent and the Grenadines,14.33,1.10,2010
Senegal,3.64,Liberia,5.91,1.49,2010
Nigeria,3.61,Equatorial Guinea,5.72,1.50,2010
Tunisia,3.53,Burundi,5.38,1.58,2010
Libya,3.46,Lesotho,4.63,1.64,2010
Zambia,3.29,Swaziland,4.15,1.76,2010
Mozambique,3.16,Madagascar,2.31,2.71,2010
Cape Verde,3.20,Mauritius,2.99,2.14,2010
Saint Lucia,6.97,Guatemala,1.10,15.33,2010
Colombia,3.20,Peru,2.33,2.85,2010
Honduras,3.28,Puerto Rico,3.58,1.85,2010
Costa Rica,6.30,Grenada,11.33,1.14,2010
Venezuela,3.44,Uruguay,1.42,7.44,2010
Guyana,3.63,Suriname,4.72,1.60,2010
United Arab Emirates,3.13,Kuwait,2.23,3.12,2010
Algeria,3.24,Gambia,2.91,2.18,2010
Mali,3.20,Sudan,3.71,1.92,2010
Iran,3.13,Syria,3.40,2.08,2010
South Africa,3.53,Sierra Leone,4.92,1.60,2010
Oman,3.56,Bahrain,1.61,5.18,2010
Australia,3.23,Qatar,3.88,1.92,2010
Congo,3.22,Chad,3.22,2.00,2010
Benin,3.18,Niger,2.70,2.30,2010
Ghana,3.78,Gabon,5.88,1.50,2010
Guinea,3.20,Namibia,2.67,2.35,2010
